finding,ICD10_code,PFx,Word Count ,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,ICD10_trimmed,pfx_trimmed ,relaxed_pfx_accuracy,agent_trimmed,relaxed_agent_accuracy,relaxed_accuracy,relaxed_overall_score
Enlarged Cervical Lymph Nodes,R59.0,"Lymph nodes in your neck are like small guards. They help keep you safe by fighting germs. Sometimes, these guards get bigger. This can happen if your body is trying to stop an infection or if you have a cold. Imagine them as soldiers getting ready in case there is a battle. Seeing enlarged ones might seem scary, but it usually means your body is just doing its job. It’s like your body is building a strong defense. Often, it's a good sign that your immune system is working well to protect you.",93,R59.0,R22.1,FALSE,TRUE,93.54,0,1,0.5,8.54,0.8209643606,R59,R59,1,R22,0,0.5,0.8209643606
Reactive Lymphadenopathy,I88.9,"Reactive lymphadenopathy happens when your lymph nodes get bigger. This usually means your body is fighting a virus or an infection. Lymph nodes are like little filters that catch germs and keep you healthy, a bit like superheroes protecting a city. They can get bigger when they're working hard to fight off sneaky germs. Usually, they shrink back to normal size after the infection is gone. This is often nothing to worry about, kind of like how your muscles might feel sore after exercise but get better soon.",88,I88.9,R59.0,FALSE,TRUE,73.47,0,1,0.5,11.53,0.8159616919,I88,I88,1,R59,0,0.5,0.8159616919
Lymphoma,C85.90,"Lymphoma is a type of cancer. It happens in your lymphatic system. This system is like little roads that help protect your body from germs. Sometimes, cells in this system grow too fast. They don't die like they should. When this happens, they can make lumps. You might find these lumps in your neck, armpits, or groin. They are swollen lymph nodes. Lymphoma can also make you feel very tired. You might have a fever sometimes or sweat a lot at night. It's important to understand these signs so you can look after yourself properly.",95,C85.9,C85.9,FALSE,FALSE,96.59,0,0,0,11.59,0.01588562351,C85,C85,1,C85,1,1,1.615885624
Cystic Hygroma,D18.1,"A cystic hygroma is like a soft, squishy balloon filled with fluid that can form under the skin. Usually, you might find it on a baby's neck or head, but sometimes it shows up in other places on the body. This happens when small tubes called lymphatic vessels don't develop properly when the baby is growing inside their mother. These vessels usually help carry a special fluid that fights germs, but when they don't form right, the fluid gets trapped and makes a lump under the skin. Many cystic hygromas are harmless but are checked by doctors to ensure they don't cause issues.",103,Q18.0,Q82.8,FALSE,FALSE,67.49,0,0,0,17.51,0.01080497029,D18,Q18,0,Q82,0,0,0.01080497029
Calcified Lymph Node,R93.0,"A calcified lymph node is a small, hardened bump that forms in the body's lymphatic system. Imagine if your soft pencil eraser became hard over time. That’s what happens when calcium—a mineral in your body—builds up in a lymph node that used to be soft. This process doesn’t usually cause problems, and it often happens after your body fights off infections or other inflammation. It’s like your body’s way of marking old battles won. Most of the time, a calcified lymph node is harmless, and it’s just part of your body's way of staying healthy.",95,R93.0,R91.8,FALSE,TRUE,72.36,0,1,0.5,12.64,0.8146627566,R93,R93,1,R91,0,0.5,0.8146627566
Metastatic Lymphadenopathy,C77.0,"Metastatic lymphadenopathy is when cancer spreads to the lymph nodes in specific areas like the head, face, or neck. Lymph nodes are like tiny stations in these parts that help fight germs. If cancer travels from its starting place, it can cause these stations to swell. This tells the doctors that the cancer is moving. This information helps doctors decide on the best way to treat the cancer. They might use special medicines or other methods to stop the cancer from spreading further. Understanding this helps doctors provide the best care to keep you healthy.",95,C77.0,C77.0,TRUE,TRUE,83.05,1,1,1,1.95,1.66779661,C77,C77,1,C77,1,1,1.66779661
Lymph Node Calcification,R22.1,"Lymph nodes are small, round little spots in your body. They help you fight sickness. Sometimes, white stuff called calcium can gather there like tiny stones. This is called lymph node calcification. It's usually not a big deal, like a pebble in your shoe that's not bugging you. Most people don't feel any different or have trouble because of it. Doctors may find it by chance on body scans when looking for something else. These calcium spots usually don't need any medicine or treatment. They're just there and don’t cause trouble.",91,E83.59,R91.8,FALSE,FALSE,86.6,0,0,0,1.6,0.07692307692,R22,E83,0,R91,0,0,0.07692307692
Granulomatous Lymphadenitis,I88.1,"Granulomatous lymphadenitis shows up as swelling in lymph nodes. These are small, helpful glands in your body that fight germs. If your body sees something as a threat, it creates tiny lumps called granulomas in these glands. Think of it like building safe walls around a city to keep it protected. Your body is doing its best to keep you safe! Usually, this swelling isn't serious. Doctors may want to watch it sometimes. It's just to make sure everything is fine. You can think of it as making sure your little 'body guards' are working properly to keep you well.",100,I88.1,I88.1,TRUE,TRUE,85.59,1,1,1,0.59,1.725786164,I88,I88,1,I88,1,1,1.725786164
Lymph Node Enlargement,R59.0,"Lymph node enlargement means that there is swelling in one or more of the lymph nodes in your body. Lymph nodes are small, bean-shaped parts that act like filters for harmful things. They are found in many places, such as your neck, armpits, and groin. When our body fights off germs, sometimes these lymph nodes get bigger. It’s a bit like when you see a bumpy road because there were a lot of cars recently. This swelling can happen for many reasons, like when you have a cold or another infection. Often, it goes away once the body feels better.",100,R59.0,R59.0,TRUE,TRUE,90.8,1,1,1,5.8,1.629411765,R59,R59,1,R59,1,1,1.629411765
Fibromatosis Colli,M62.89,"Fibromatosis colli is a condition some babies have. It causes a small, thick lump in a neck muscle on one side. This muscle is called the sternocleidomastoid muscle. The bump is not harmful and does not hurt. It might cause the baby's head to tilt slightly to one side. People think this happens because the baby was in a tight space in the mom's tummy before being born. Usually, this condition gets better by itself over time or with easy stretching exercises. As babies grow, their neck muscles typically become even again.",92,M62.89,M62.89,TRUE,TRUE,76.72,1,1,1,8.28,1.621551724,M62,M62,1,M62,1,1,1.621551724
Muscle Atrophy in Neck,M62.50,"Muscle atrophy in the neck means the muscles here have gotten smaller and weaker. This can happen if they are not used, after an injury, or due to some illnesses. Think of muscles like balloons: stop using them, and they lose air. With this, muscles may not feel strong, and moving the neck might be tough. Talking with a doctor can help find ways to make muscles stronger and feel better again. Simple exercises might help the muscles to get better.",81,M62.50,M62.50,TRUE,TRUE,83.15,1,1,1,1.85,1.670175439,M62,M62,1,M62,1,1,1.670175439
Myositis Ossificans,M61.9,"Myositis Ossificans is when muscle turns into bone. This can happen if you get an injury. Think of it like a bruise, but instead of getting better, it turns as hard as a rock. It might hurt and make moving tough. Doctors use x-rays to see it. They know how to help make you feel better with medicines or other treatments. So even if it sounds strange, there's help to make it okay. Don't worry, the doctors will take care of it!",82,M61.9,M61.1,FALSE,TRUE,94.86,0,1,0.5,9.86,0.8184162063,M61,M61,1,M61,1,1,1.618416206
Cervical Muscle Spasm,M62.838,"A cervical muscle spasm happens when the muscles in your neck suddenly get tight. This can occur if your neck is strained or if you keep it in a funny position too long, like when you're looking at a phone. Imagine a rubber band snapping back into place. When your neck muscles get tight, it might hurt sharply and feel stiff. This can make it tricky to move your head as you usually would. Being careful with your neck's position can help avoid it.",84,M62.838,M62.830,FALSE,TRUE,82.65,0,1,0.5,2.35,0.8597014925,M62,M62,1,M62,1,1,1.659701493
Torticollis,M43.6,"Torticollis is when your neck muscles make your head tilt or turn to one side. It's like when you sleep wrong and your neck feels stuck. Babies can have it before they are born because of how they are inside their mom. Older kids or adults can get it from hurting their neck or sleeping in a funny way. Most of the time, it will go away with simple exercises and stretching. So, it's a good idea to keep your neck muscles strong and healthy. If you feel uncomfortable, it's okay to ask someone for help with it.",98,M43.6,M43.6,TRUE,TRUE,91.11,1,1,1,6.11,1.628129395,M43,M43,1,M43,1,1,1.628129395
Cervical Nerve Root Compression,M54.12,"Cervical nerve root compression happens when a nerve in your neck gets squeezed. It’s like when you bend a straw and it stops the drink from flowing. These nerves send messages from your neck to other parts of your body. If they are pinched, it can cause your arms or hands to feel sore or tingly. You might also feel numbness, like when your leg falls asleep and feels strange until it wakes up. These feelings occur because the nerve is getting squished and can't send messages properly, which can cause discomfort or unusual sensations.",95,M54.12,M54.2,FALSE,TRUE,80.82,0,1,0.5,4.18,0.8386100386,M54,M54,1,M54,1,1,1.638610039
Brachial Plexus Lesion,G54.0,"The brachial plexus is a group of nerves that send messages from the spine to the shoulder, arm, and hand. A lesion means there is damage to these nerves. This can cause weakness, numbness, or a tingling feeling in the arm or hand. Think of it like a broken bridge on a road. It can slow down traffic. Here, messages from the brain have trouble getting through to the arm. But with time and treatment, the nerves can heal, and the messages can flow better again, helping you move your arm and hand normally again.",95,G54.0,G54.0,TRUE,TRUE,91.51,1,1,1,6.51,1.626631158,G54,G54,1,G54,1,1,1.626631158
Glossopharyngeal Neuralgia,G52.1,"Glossopharyngeal neuralgia is when you feel sudden pain in your throat, at the back of your mouth, or near your tonsils. This happens because a special nerve there isn't working right. Imagine a light that suddenly turns on and off by itself. This is like that nerve sending pain signals that can catch you by surprise. Sometimes, it might even hurt near your ear. It can feel uncomfortable, but doctors have ways to help. Think of fixing the light so it stays off when it shouldn't be on, stopping the trouble.",91,G52.1,G52.1,TRUE,TRUE,83.66,1,1,1,1.34,1.685470085,G52,G52,1,G52,1,1,1.685470085
Phrenic Nerve Palsy,G54.8,"Phrenic nerve palsy happens when the nerve that helps your diaphragm move does not work well. The diaphragm is a muscle that helps you breathe. If the nerve doesn't work right, it can make breathing hard on one side. You might feel tired or short of breath, especially when lying down. Think of it like a road with a traffic jam, making it hard for cars to pass. But don’t worry; there are exercises and ways to help you breathe better and manage these feelings.",85,G54.8,G52.1,FALSE,TRUE,90.9,0,1,0.5,5.9,0.8289855072,G54,G54,1,G52,0,0.5,0.8289855072
Accessory Nerve Palsy,G52.2,"The accessory nerve is a special nerve that helps you move your neck and shoulders. If it gets hurt, it might be hard for you to use these muscles, like a toy car that can't move if its remote control is broken. You might find it difficult to lift your arm or turn your head, but it usually doesn't hurt. This can make everyday activities a little tricky. By understanding this, doctors can suggest activities to make your muscles stronger and help you move better, just like fixing that remote control so the toy works again.",96,G52.2,G52.8,FALSE,TRUE,77.37,0,1,0.5,7.63,0.823174971,G52,G52,1,G52,1,1,1.623174971
Vagus Nerve Lesion,G52.8,"The vagus nerve is like a big street in our body, sending important messages from our brain to places like our voice box, heart, and stomach. Think of a lesion as a bump on this street. It can make the messages travel slowly or not very well. This might make your voice sound different or change how your heart beats. Parts of your body might not work like they usually do. But don’t worry, there are ways to help fix these bumps and help your body work better again.",89,G52.2,G52.2,FALSE,FALSE,90.29,0,0,0,5.29,0.03179650238,G52,G52,1,G52,1,1,1.631796502
Cervical Plexopathy,G54.2,"Cervical Plexopathy is when the nerves in your neck are not working right. These nerves are important because they help your brain talk to your shoulders and arms. If the nerves have a problem, it can make your neck, shoulders, or arms feel weak or tingly, like they fell asleep. An easy way to understand this is to think about a phone call. If the phone line has a problem, the call may not go through well. It's important to know about this so doctors can help make it better.",90,G54.2,G54.0,FALSE,TRUE,90.09,0,1,0.5,5.09,0.8328407225,G54,G54,1,G54,1,1,1.632840722
Cervical Sympathetic Chain Schwannoma,D36.1,"A cervical sympathetic chain schwannoma is a bump in the neck. ""Benign"" means it’s not cancer and isn’t dangerous. It comes from nerve cells. Think of nerves as wires that send signals in your body. Sometimes these wires can grow small lumps called schwannomas. They grow very slowly, like a tiny plant getting bigger over a long time. Mostly, these bumps don’t cause problems or hurt. Doctors often find them by accident because they don’t usually cause symptoms or issues. While they sound scary, they’re often harmless and can be watched carefully.",92,D36.1,D36.1,TRUE,TRUE,78.04,1,1,1,6.96,1.625125628,D36,D36,1,D36,1,1,1.625125628
Parathyroid Adenoma,D35.1,"A parathyroid adenoma is a small lump on one of the four tiny parathyroid glands in your neck. These glands help keep the right amount of calcium in your blood. Imagine a playground seesaw that needs to stay level. If there's an adenoma, it can make the gland work too much, leading to too much calcium in your blood. This can harm your bones, kidneys, or how your heart beats. Doctors can watch over this to keep you well. Knowing about this helps balance your body’s calcium, like keeping the seesaw nice and even.",94,D35.1,D35.1,TRUE,TRUE,91.71,1,1,1,6.71,1.625940337,D35,D35,1,D35,1,1,1.625940337
Hyperplasia of Parathyroid,E21.3,"Hyperplasia of the parathyroid means the tiny glands in your neck get bigger than usual. These glands help control the amount of calcium in your body. If they get too big, they make more hormones than you need. It's like adding too much sugar to your cereal—it might taste too sweet. When this happens, the calcium in your body can change too much, and that can affect your bones and other parts. Usually, doctors find out about this condition when checking for other things. It's good to know how these glands work to understand your health better.",97,E21.3,E21.0,FALSE,TRUE,82.75,0,1,0.5,2.25,0.8615384615,E21,E21,1,E21,1,1,1.661538462
Parathyroid Carcinoma,C75.0,"Parathyroid carcinoma is a type of cancer that happens in the parathyroid glands. These are tiny glands in your neck near the thyroid, and they help control how much calcium is in your blood. If these glands don't work right, they can make too much calcium, which might make you feel really tired or have pain in your bones. It's like if a car makes too much heat and overheats. But don't worry, doctors know how to check on this and help you feel better with treatments.",87,C75.0,C75.0,TRUE,TRUE,87.65,1,1,1,2.65,1.654794521,C75,C75,1,C75,1,1,1.654794521
Parathyroid Cyst,E21.5,"A parathyroid cyst is like a small, water balloon inside your neck. It forms on tiny glands called parathyroid glands. These glands are important because they help manage how much calcium is in your blood, similar to how a teacher helps manage a classroom. A cyst is not usually harmful and doesn’t cause any problems, like having an extra balloon in your room that just floats around. Most of the time, they are found by accident during check-ups, and they usually don’t need any treatment.",85,E21.5,E21.5,TRUE,TRUE,71.14,1,1,1,13.86,1.61345895,E21,E21,1,E21,1,1,1.61345895
Parathyroid Hyperplasia,E21.3,"Parathyroid Hyperplasia happens when tiny glands in your neck grow bigger. These glands help manage the level of calcium in your blood. If they grow too big, they make too much hormone, causing extra calcium in your blood. This is like turning a heater on too high and warming up the room too much. Too much calcium can lead to problems with your bones and kidneys, just like too much sugar in cake makes it too sweet. More tests might be needed to find out more about your health.",89,E21.3,E21.0,FALSE,TRUE,81.83,0,1,0.5,3.17,0.8479616307,E21,E21,1,E21,1,1,1.647961631
Ectopic Parathyroid Tissue,Q89.2,"Ectopic parathyroid tissue is a medical term that means some of the tiny glands in your neck called parathyroid glands are not in the usual spots. These glands help control the calcium levels in your blood. Usually, they are located near the thyroid gland in the neck. But sometimes, they are found in different places, like in the chest. Although they're misplaced, they're often still working as they should. Most people with ectopic parathyroid tissue don’t even realize it because it typically causes no problems or symptoms. It's just an unusual finding.",92,Q89.2,E21.5,FALSE,TRUE,75.1,0,1,0.5,9.9,0.8183486239,Q89,Q89,1,E21,0,0.5,0.8183486239
Pharyngeal Diverticulum,J39.2,"A pharyngeal diverticulum is a small bump or pouch that can appear in your throat. This part of the throat connects your mouth to your stomach. Imagine if your shirt had a tiny hidden pocket you never noticed. Usually, this bump doesn't do anything bad, so you might not even know it's there unless a doctor finds it by accident during a check-up. But sometimes, if it gets bigger, it might make swallowing food tricky or cause a cough. Mostly, doctors will just watch it to make sure it stays harmless.",91,J39.2,K22.5,FALSE,TRUE,81.43,0,1,0.5,3.57,0.8437636761,J39,J39,1,K22,0,0.5,0.8437636761
Hypertrophy of Pharyngeal Tonsils,J35.2,"Hypertrophy of pharyngeal tonsils means your tonsils are bigger than usual. These tonsils, which sit at the back of your throat, help fight off germs. You can think of them like guards at a castle gate, keeping the bad stuff out. Sometimes they swell up and make it hard to breathe through your nose or cause you to snore. It's like trying to walk through a hallway that's blocked by a big pillow. Usually, doctors can take a look and decide if anything needs to be done to help you feel better.",92,J35.2,J35.1,FALSE,TRUE,89.79,0,1,0.5,4.79,0.8345423143,J35,J35,1,J35,1,1,1.634542314
Pharyngeal Wall Thickening,R22.1,"The pharyngeal wall is a part of your throat that helps you swallow and breathe. Sometimes, this wall can get thicker than it should. We call this pharyngeal wall thickening. Think of a straw. If something gets stuck inside, the straw gets thicker or harder. This can happen in your throat wall too. This change can happen for different reasons. It may not be a big problem. It might be caused by an infection or irritation. Doctors notice this thickening during tests like an MRI to understand your health better.",90,J39.2,J39.8,FALSE,FALSE,79.26,0,0,0,5.74,0.0296735905,R22,J39,0,J39,0,0,0.0296735905
Pharyngitis,J02.9,"Pharyngitis is when your throat gets red and sore. It's like when you scrape your knee and it turns red and hurts. Many people have had this, and it is common. It can be caused by a lot of things like viruses or bacteria. Sometimes, your throat might feel really scratchy like you need to cough a lot. You might find it hard to swallow food. Drinking warm liquids like tea can feel nice on your sore throat. Usually, this situation gets better over time, and your throat will return to normal. Resting and staying hydrated can help too.",99,J02.9,J02.9,TRUE,TRUE,85.69,1,1,1,0.69,1.718343195,J02,J02,1,J02,1,1,1.718343195
Peritonsillar Abscess,J36,"A peritonsillar abscess is like a pus-filled lump next to your tonsil at the back of your throat. Imagine a big pimple inside your mouth, that's what it is like. It happens when a sore throat infection becomes more serious. This abscess can hurt a lot, make swallowing hard, and might give you a fever. You might also feel sick and have trouble opening your mouth wide. Understanding this helps you know why it’s important to take care of it, so you can feel better and get back to your normal self soon.",93,J36,J36,TRUE,TRUE,81.12,1,1,1,3.88,1.640983607,J36,J36,1,J36,1,1,1.640983607
Tonsillar Calcifications,R22.1,"Tonsillar calcifications are tiny hard pieces that form in your tonsils, which are at the back of your throat. Minerals like calcium stick together and become solid in your tonsils. Most of the time, people don’t even know they have this because it doesn’t hurt or cause problems. It’s like finding small rocks that don’t bother you. There’s nothing to worry about. If you feel anything, it might just be a little uncomfortable when you swallow. But most people don't feel anything at all.",84,R22.1,J35.8,FALSE,TRUE,76.22,0,1,0.5,8.78,0.8204498978,R22,R22,1,J35,0,0.5,0.8204498978
Parotid Gland Mass,D11.0,"The parotid glands are two of the large glands near your ears that make spit to help digest food. A parotid gland mass means there's a lump or bump in one of these glands. This bump can be caused by many things, like an infection, cyst, or very rarely, a tumor. Most of the time, these bumps are not dangerous and can be treated. Finding a bump is like spotting a pebble in the yard – usually, it's nothing to worry about, but it's good to have it checked out to be sure.",93,D11.0,K11.8,FALSE,TRUE,86.64,0,1,0.5,1.64,0.8757575758,D11,D11,1,K11,0,0.5,0.8757575758
Mucocele of Salivary Gland,K11.6,"A mucocele of the salivary gland is a small bump in your mouth. Think of it like a tiny balloon filled with water. Instead of water, it is filled with spit, which comes from your salivary glands. Sometimes, spit gets stuck if a small tube is blocked or hurt. This is when a mucocele forms. Mucoceles can be soft and might even pop by themselves or go away. But sometimes they come back again. Eating or talking might feel odd if there is a mucocele in your mouth.",88,K11.6,K11.6,TRUE,TRUE,94.15,1,1,1,9.15,1.619704433,K11,K11,1,K11,1,1,1.619704433
Submandibular Gland Tumor,D11.7,"The submandibular gland sits below your jaw and makes saliva that helps you eat. A tumor in this gland is like a bump or growth, which can be not harmful (called benign) or could be more serious. It's very important to find out more about it. You might feel a small lump in your mouth. If it changes or starts to bother you, there are ways to help and keep your gland working well. Doctors know how to check if the bump is okay or if it needs any treatment.",90,D11.7,D11.0,FALSE,TRUE,90.09,0,1,0.5,5.09,0.8328407225,D11,D11,1,D11,1,1,1.632840722
Sialolithiasis in Sublingual Gland,K11.5,"Sialolithiasis in the sublingual gland means there are tiny stones under your tongue that block saliva. Saliva is the spit that keeps your mouth wet. These stones form when minerals in your saliva stick together. Think of them as tiny pieces of chalk. If a stone blocks the gland, your mouth might feel dry or hurt. To help with this, drink lots of water. Water keeps saliva moving and can prevent stones. So, remember to sip water often to keep your mouth happy.",83,K11.5,K11.5,TRUE,TRUE,86.3,1,1,1,1.3,1.686956522,K11,K11,1,K11,1,1,1.686956522
Salivary Gland Atrophy,K11.0,"Your salivary glands are getting smaller, and this is called salivary gland atrophy. These glands make saliva, which keeps your mouth wet and helps you chew and swallow food. It's like a sponge that gets smaller when there's no water—if your glands shrink, they might not work as well and could make your mouth dry. To help, drink lots of water to stay hydrated. Keeping your mouth clean by brushing and flossing is also important. This can make your mouth feel more comfortable even if your salivary glands are not working perfectly.",92,K11.0,K11.8,FALSE,TRUE,81.33,0,1,0.5,3.67,0.8428265525,K11,K11,1,K11,1,1,1.642826552
Lipoma of Neck,D17.0,"A lipoma in the neck is a soft, small bump under your skin made of fat. Think of it like a tiny pillow just beneath the surface. This bump is usually not harmful or painful. You might feel it move slightly if you press it. Often, doctors find lipomas by accident when checking for something else. They grow slowly and often stay small, but sometimes they can get bigger. Usually, lipomas don't need to be removed unless they bother you or cause discomfort.",83,D17.0,D17.0,TRUE,TRUE,84.78,1,1,1,0.22,1.763934426,D17,D17,1,D17,1,1,1.763934426
Hemangioma of Neck,D18.01,"A hemangioma in the neck is a small bump made of extra blood vessels. Imagine a soft balloon filled with blood. These balloons come together and make a little lump. Most hemangiomas do not cause any problems. They are usually soft and can be squishy to touch. Hemangiomas are not cancer. They do not spread to other parts of the body. Sometimes, they go away on their own, like a balloon that slowly loses air. Doctors check them to be sure they are harmless.",84,D18.01,D18.01,TRUE,TRUE,87.42,1,1,1,2.42,1.658479532,D18,D18,1,D18,1,1,1.658479532
Cervical Abscess,L02.11,"A cervical abscess is like a sack filled with pus in the neck. Pus is like the goo inside a pimple. This happens when an infection gathers in one spot. You might notice your neck is swollen, red, or hurts if you touch it or move your head. This is your body's way of fighting the germs. It's like when your body puts all the fighters in one place to deal with the germs. If your neck is feeling funny or looks swollen, it is good to tell someone about it.",91,L02.11,L02.11,TRUE,TRUE,92.12,1,1,1,7.12,1.624630542,L02,L02,1,L02,1,1,1.624630542
Sebaceous Cyst of Neck,L72.3,"A sebaceous cyst is like a small bump under your skin. It can be on your neck or anywhere else. It's caused when oil in the skin gets stuck. Think of it like a bubble under the skin filled with oil. Usually, it doesn’t hurt and doesn’t cause trouble. You might notice it if you touch it or if it gets bigger. Most people don’t need to worry. These bumps are like little peas many people have, and they are common. If it changes, keeps getting bigger or red, talk to someone about it.",94,L72.3,L72.0,FALSE,TRUE,94.76,0,1,0.5,9.76,0.8185873606,L72,L72,1,L72,1,1,1.618587361
Soft Tissue Sarcoma of Neck,C49.0,"A soft tissue sarcoma of the neck is a rare type of cancer that begins in the tissues that connect or support other parts of the body, like muscles, fat, or nerves. Imagine it like a small bump or growth that shouldn't be there. These sarcomas can grow in the soft parts of your neck and might cause some symptoms like swelling or pain. Doctors use special tests to see how big it is and to decide the best way to treat it. This type of sarcoma isn't common, but doctors have ways to help manage and treat it.",99,C49.0,C49.0,TRUE,TRUE,85.22,1,1,1,0.22,1.763934426,C49,C49,1,C49,1,1,1.763934426
Cervical Cystic Lesion,Q18.0,"A cervical cystic lesion is like a tiny fluid-filled bump in your neck. 'Cervical' means it's about your neck, not the cervix. These bumps usually don't cause problems, and you might not feel them at all. Doctors might see them when they're checking your neck for something else. Imagine finding a small water drop where it doesn't usually happen. Most times, they're not harmful. But doctors like to watch them to make sure they stay the same.",77,Q18.3,Q18.8,FALSE,FALSE,85.69,0,0,0,0.69,0.1183431953,Q18,Q18,1,Q18,1,1,1.718343195
Fat Necrosis of Neck,M79.89,"Fat necrosis in the neck can happen when a part of the body is hurt and some fat gets damaged. Think of it like when you squish a soft marshmallow and it changes shape. Here, the fat tissue in the neck gets a bit squished or injured, and it doesn't change back. This might cause a small lump or bump in the neck area, but it’s usually not painful or harmful. It is your body's way of healing. The squished fat doesn’t usually cause problems, and it often sorts itself out over time.",93,M79.3,M79.3,FALSE,FALSE,89.58,0,0,0,4.58,0.03584229391,M79,M79,1,M79,1,1,1.635842294
Cervical Fibrosis,M62.89,"Cervical fibrosis occurs when the tissues in the cervix, the lower part of the uterus that opens into the vagina, become thick and tough. This can happen when extra tissue builds up over time. It is not usually painful or bothersome right away, but it is helpful to know about it. By understanding cervical fibrosis, doctors can watch for any changes that might need attention later. Regular check-ups ensure that everything stays healthy. It's like making sure nothing unexpected happens, so you can stay well and feel good.",88,N85.8,N88.8,FALSE,FALSE,65.01,0,0,0,19.99,0.009528346832,M62,N85,0,N88,0,0,0.009528346832
Cervical Disc Herniation,M50.20,"A cervical disc herniation happens when one of the soft pads between the bones in your neck slips out of place. This can push on the nerves near it, causing problems. Imagine a cushion that gets squeezed too much; the soft stuff inside might push out, causing discomfort. This can lead to pain in your neck or a tingling feeling in your arms. Even though it sounds bad, many people feel better over time with simple treatments like resting, using ice packs, or doing special exercises. Remember, it’s like giving your neck a gentle break.",95,M50.20,M50.20,TRUE,TRUE,80.82,1,1,1,4.18,1.638610039,M50,M50,1,M50,1,1,1.638610039
Cervical Spondylosis,M47.812,"Cervical spondylosis is when your neck gets a little worn out. It happens because the parts that act like cushions between neck bones can wear down as we get older. Imagine those cushions like rubber erasers getting smaller with use. When this happens, it can make your neck sore or stiff. Sometimes, your arms or hands might feel tingly too. This is pretty normal and happens to many people as they age. You're not alone and it's just something that happens as time goes on. It's good to know that you can find ways to feel better.",97,M47.812,M47.812,TRUE,TRUE,93.03,1,1,1,8.03,1.622148394,M47,M47,1,M47,1,1,1.622148394
Cervical Spinal Stenosis,M48.02,"Cervical spinal stenosis means that the space in your neck where the spinal cord sits gets smaller. Think of it as a bus lane that becomes too narrow for the bus to pass easily. With less room, the nerves in your neck can get squeezed. This can cause feelings like pain or weakness in your neck, shoulders, or arms. However, not everyone notices this change. Some might feel nothing strange, while others might have some discomfort. It's important to know what your body might be telling you with these changes.",90,M48.02,M48.02,TRUE,TRUE,92.22,1,1,1,7.22,1.6243309,M48,M48,1,M48,1,1,1.6243309
Ossification of the Posterior Longitudinal Ligament,M48.8X2,"There's a stretchy band that runs along your backbone called the posterior longitudinal ligament. It helps the spine stay in line. Sometimes, parts of this band can harden up, kind of like how bread turns hard if it's left out too long. This is known as ossification. When that happens, it becomes harder for your spine to flex and move, making it feel stiff. This can sometimes hurt or make movement more difficult. It's something that needs to be kept an eye on to track any changes.",87,M48.8X2,M48.8,FALSE,TRUE,84.27,0,1,0.5,0.73,0.9156069364,M48,M48,1,M48,1,1,1.715606936
Cervical Kyphosis,M40.202,"Cervical kyphosis means your neck spine bends too much forward. Imagine your spine as a line of blocks that keep you straight and balanced. Normally, the neck curves a little like a soft letter 'C'. But, with kyphosis, it arches the other way, making the neck look hunched. This can cause stiffness or a bent look. Think of it like a roller coaster track with a sudden dip. Don’t worry—there are things doctors can do to help, like giving exercises and showing how to stand and move better, so you can feel confident and comfortable.",95,M40.202,M40.30,FALSE,TRUE,83.05,0,1,0.5,1.95,0.8677966102,M40,M40,1,M40,1,1,1.66779661
Cervical Vertebral Fracture,S12.9XXA,"A cervical vertebral fracture is a broken bone in your neck. The neck part of the spine holds up your head and lets it move. Imagine a stack of building blocks; if one block breaks, the stack is shaky. Neck fractures can happen from accidents, falls, or sports. Take care and be gentle with your neck so it heals right.",60,S12.9,S12.9,FALSE,FALSE,93.14,0,0,0,8.14,0.02188183807,S12,S12,1,S12,1,1,1.621881838
Cervical Rib,Q76.5,"A cervical rib is an extra rib that some people have above the first rib. Most people have 12 ribs on each side, but a cervical rib means there is one more. It is called a cervical rib because it is near the neck. Having a cervical rib usually doesn't cause any problems, and many people never know they have it. Sometimes, if it presses on nerves or blood vessels, it might cause pain or tingling, but this is not common. It’s just a special part of how some bodies are built.",92,Q76.5,Q76.5,TRUE,TRUE,81.33,1,1,1,3.67,1.642826552,Q76,Q76,1,Q76,1,1,1.642826552
Atlantoaxial Instability,M43.8X2,"Atlantoaxial instability means that the top two bones in your neck, called the atlas and the axis, are not staying in place as tightly as they should. Picture it like a stack of blocks where the top block is wiggling when it shouldn't be. This happens due to reasons like an accident or a condition present since birth. Keeping your neck stable is important because it holds your head and shields important nerves. If it becomes necessary, there are ways to help make your neck steadier and to ensure it works properly, keeping safe what it should.",97,M43.3,M43.3,FALSE,FALSE,68.7,0,0,0,16.3,0.01156069364,M43,M43,1,M43,1,1,1.611560694
Degenerative Disc Disease,M50.30,"Imagine your spine like a stack of blocks with soft pads between each one. These 'pads' help keep the spine flexible and absorb the bumps and shakes you experience daily. When a person has Degenerative Disc Disease, those soft pads, or discs, start to wear down, becoming thinner and less cushioned. This is a common part of aging, a bit like how a pencil eraser gets smaller and tougher the more you use it. With Degenerative Disc Disease, you might feel some pain or stiffness, especially if the discs press on nearby nerves. But remember, it's a typical change and not everyone feels pain from it. Staying active and stretching can help keep things feeling better.",116,M51.36,M51.36,FALSE,FALSE,71.55,0,0,0,13.45,0.01384083045,M50,M51,0,M51,0,0,0.01384083045
