finding,word Count,_0_flesch,accuracy,relaxed_accuracy,relaxed_overall_score
Cyst of Oral Mucosa,4,71.34,37.67,20.835,1.67652156
Cyst of Oral Mucosa,4,70.73,37.365,20.6825,1.67653752
Leukoplakia of Tongue,3,74.53,38.765,20.8825,1.67641063
Leukoplakia of Tongue,3,56.45,29.725,16.3625,1.67672336
Leukoplakia of Tongue,3,71.14,37.07,20.035,1.67652693
Leukoplakia of Tongue,3,72.87,37.935,20.4675,1.67647504
Leukoplakia of Tongue,3,72.66,37.83,20.415,1.67648206
Mucocele of Oral Mucosa,4,70.94,37.47,20.735,1.67653217
Mucocele of Oral Mucosa,4,70.33,37.165,20.5825,1.67654731
Mucocele of Oral Mucosa,4,71.55,37.775,20.8875,1.67651575
Mucocele of Oral Mucosa,4,70.94,37.47,20.735,1.67653217
Mucocele of Oral Mucosa,4,71.55,37.775,20.8875,1.67651575
Orbital Mass,2,69.31,35.655,18.8275,1.67657017
Orbital Mass,2,71.95,36.975,19.4875,1.67650422
Orbital Mass,2,67.89,34.945,18.4725,1.67659772
Orbital Mass,2,75.54,38.77,20.385,1.67636151
Orbital Mass,2,69.31,35.655,18.8275,1.67657017
Proptosis,1,73.71,37.355,19.1775,1.71011558
Proptosis,1,73.51,37.255,19.1275,1.79684791
Proptosis,1,73.71,37.355,19.1775,1.71011558
Proptosis,1,74.22,37.61,19.305,1.7966611
Proptosis,1,58.62,29.81,15.405,1.79854967
Optic Nerve Glioma,3,71.85,37.425,20.2125,1.67650716
Optic Nerve Glioma,3,62.98,32.99,17.995,1.67666689
Optic Nerve Glioma,3,69.92,36.46,19.73,1.67655685
Optic Nerve Glioma,3,61.67,32.335,17.6675,1.67668064
Optic Nerve Glioma,3,63.7,33.35,18.175,1.67665865
Orbital Cellulitis,2,56.25,29.125,15.5625,1.67672469
Orbital Cellulitis,2,56.45,29.225,15.6125,1.67672336
Orbital Cellulitis,2,65.42,33.71,17.855,1.67663663
Orbital Cellulitis,2,56.45,29.225,15.6125,1.67672336
Orbital Cellulitis,2,49.52,25.76,13.88,1.67676122
Orbital Fracture,2,78.59,40.295,21.1475,1.79474376
Orbital Fracture,2,81.43,41.715,21.8575,1.79161426
Orbital Fracture,2,78.18,40.09,21.045,1.79501247
Orbital Fracture,2,78.18,40.09,21.045,1.79501247
Orbital Fracture,2,81.33,41.665,21.8325,1.79178645
Tonsillar Asymmetry,2,61.46,31.73,16.865,1.67668271
Tonsillar Asymmetry,2,53.21,27.605,14.8025,1.67674304
Tonsillar Asymmetry,2,53.21,27.605,14.8025,1.67674304
Tonsillar Asymmetry,2,64.51,33.255,17.6275,1.67664871
Tonsillar Asymmetry,2,62.07,32.035,17.0175,1.6766766
Tonsillar Asymmetry,2,53.21,27.605,14.8025,0.19878751
Tonsillar Asymmetry,2,62.27,32.135,17.0675,0.19832846
Tonsillar Asymmetry,2,53.21,27.605,14.8025,0.19878751
Tonsillar Asymmetry,2,53.21,27.605,14.8025,0.19878751
Tonsillar Asymmetry,2,62.48,32.24,17.12,0.19831366
Tonsillar Hypertrophy,2,53.41,27.705,14.8525,1.67674194
Tonsillar Hypertrophy,2,62.27,32.135,17.0675,1.67667453
Tonsillar Hypertrophy,2,61.87,31.935,16.9675,1.67667864
Tonsillar Hypertrophy,2,63.09,32.545,17.2725,1.67666566
Tonsillar Hypertrophy,2,50.16,26.08,14.04,1.67675833
Pharyngeal Wall Mass,3,53.41,28.205,15.6025,0.19878012
Pharyngeal Wall Mass,3,53.41,28.205,15.6025,0.19878012
Pharyngeal Wall Mass,3,53.21,28.105,15.5525,0.19878751
Pharyngeal Wall Mass,3,61.67,32.335,17.6675,0.19836934
Pharyngeal Wall Mass,3,53.61,28.305,15.6525,0.19877263
Pituitary Microadenoma,2,53.81,27.905,14.9525,1.6767397
Pituitary Microadenoma,2,53.81,27.905,14.9525,1.6767397
Pituitary Microadenoma,2,62.27,32.135,17.0675,1.67667453
Pituitary Microadenoma,2,61.67,31.835,16.9175,1.67668064
Pituitary Microadenoma,2,60.85,31.425,16.7125,1.67668852
Parotid Cyst,2,70.53,36.265,19.1325,1.79744735
Parotid Cyst,2,69.72,35.86,18.93,1.79757282
Parotid Cyst,2,70.53,36.265,19.1325,1.79744735
Parotid Cyst,2,70.53,36.265,19.1325,1.79744735
Parotid Cyst,2,78.18,40.09,21.045,1.79501247
Parotid Cyst,2,70.53,36.265,19.1325,1.67654248
Parotid Cyst,2,70.53,36.265,19.1325,1.67654248
Parotid Cyst,2,70.53,36.265,19.1325,1.67654248
Parotid Cyst,2,70.53,36.265,19.1325,1.67654248
Parotid Cyst,2,70.53,36.265,19.1325,1.67654248
Sialadenitis,1,63.29,32.145,16.5725,1.6766634
Sialadenitis,1,61.87,31.435,16.2175,1.67667864
Sialadenitis,1,61.87,31.435,16.2175,1.67667864
Sialadenitis,1,62.27,31.635,16.3175,1.67667453
Sialadenitis,1,65.22,33.11,17.055,1.67663937
Sialadenitis,1,72.97,36.985,18.9925,1.67647162
Sialadenitis,1,63.29,32.145,16.5725,1.6766634
Sialadenitis,1,70.13,35.565,18.2825,1.67655202
Sialadenitis,1,62.27,31.635,16.3175,1.67667453
Sialadenitis,1,62.48,31.74,16.37,1.67667232
Salivary Gland Stone,3,74.22,38.61,20.805,1.67642403
Salivary Gland Stone,3,77.16,40.08,21.54,1.67625949
Salivary Gland Stone,3,74.53,38.765,20.8825,1.67641063
Salivary Gland Stone,3,65.56,34.28,18.64,1.67663467
Salivary Gland Stone,3,74.53,38.765,20.8825,1.67641063
Salivary Gland Stone,3,74.53,38.765,20.8825,1.67641063
Salivary Gland Stone,3,65.25,34.125,18.5625,1.67663897
Salivary Gland Stone,3,74.73,38.865,20.9325,1.6764016
Salivary Gland Stone,3,65.25,34.125,18.5625,1.67663897
Salivary Gland Stone,3,74.22,38.61,20.805,1.67642403
Pleomorphic Adenoma,2,61.67,31.835,16.9175,1.67668064
Pleomorphic Adenoma,2,52.39,27.195,14.5975,1.67674743
Pleomorphic Adenoma,2,52.6,27.3,14.65,1.67674632
Pleomorphic Adenoma,2,43.93,22.965,12.4825,1.67678268
Pleomorphic Adenoma,2,52.39,27.195,14.5975,1.67674743
Scalp Hematoma,2,77.98,39.99,20.995,1.70959279
Scalp Hematoma,2,77.98,39.99,20.995,1.70959279
Scalp Hematoma,2,81.12,41.56,21.78,1.70863758
Scalp Hematoma,2,78.59,40.295,21.1475,1.70946964
Scalp Hematoma,2,77.98,39.99,20.995,1.70959279
Mucosal Thickening in Sinuses,4,61.46,32.73,18.365,1.67668271
Mucosal Thickening in Sinuses,4,63.9,33.95,18.975,1.67665626
Mucosal Thickening in Sinuses,4,70.73,37.365,20.6825,1.67653752
Mucosal Thickening in Sinuses,4,70.53,37.265,20.6325,1.67654248
Mucosal Thickening in Sinuses,4,70.94,37.47,20.735,1.67653217
Sinus Polyp,2,69.52,35.76,18.88,1.79760192
Sinus Polyp,2,78.79,40.395,21.1975,1.79460189
Sinus Polyp,2,69.31,35.655,18.8275,1.79763174
Sinus Polyp,2,69.31,35.655,18.8275,1.79763174
Sinus Polyp,2,77.37,39.685,20.8425,1.79546999
Mucosal Thickening in Maxillary Sinus,5,54.22,29.61,17.305,1.67673734
Mucosal Thickening in Maxillary Sinus,5,79.19,42.095,23.5475,1.67606389
Mucosal Thickening in Maxillary Sinus,5,65.25,35.125,20.0625,1.67663897
Mucosal Thickening in Maxillary Sinus,5,69.72,37.36,21.18,1.67656132
Mucosal Thickening in Maxillary Sinus,5,52.8,28.9,16.95,1.67674526
Frontal Sinus Retention Cyst,4,69.92,36.96,20.48,1.67655685
Frontal Sinus Retention Cyst,4,69.52,36.76,20.38,1.67656569
Frontal Sinus Retention Cyst,4,78.79,41.395,22.6975,1.67611105
Frontal Sinus Retention Cyst,4,86.64,45.32,24.66,1.67474519
Frontal Sinus Retention Cyst,4,78.79,41.395,22.6975,1.67611105
Ethmoid Sinusitis,2,81.63,41.815,21.9075,1.67559246
Ethmoid Sinusitis,2,61.46,31.73,16.865,1.67668271
Ethmoid Sinusitis,2,65.52,33.76,17.88,0.91051155
Ethmoid Sinusitis,2,65.01,33.505,17.7525,1.6766422
Ethmoid Sinusitis,2,64.41,33.205,17.6025,1.67664998
Maxillary Sinus Hypoplasia,3,69.92,36.46,19.73,0.91034861
Maxillary Sinus Hypoplasia,3,69.92,36.46,19.73,0.91034861
Maxillary Sinus Hypoplasia,3,61.26,32.13,17.565,0.91061433
Maxillary Sinus Hypoplasia,3,58.32,30.66,16.83,0.91066688
Maxillary Sinus Hypoplasia,3,64.75,33.875,18.4375,0.1981352
Skull Fracture,2,79.8,40.9,21.45,1.79375
Skull Fracture,2,75.3,38.65,20.325,1.79633028
Skull Fracture,2,79.19,40.595,21.2975,1.79429387
Skull Fracture,2,73.68,37.84,19.92,1.79680511
Skull Fracture,2,79.8,40.9,21.45,1.79375
Cranial Meningioma,2,70.13,36.065,19.0325,1.67655202
Cranial Meningioma,2,68.91,35.455,18.7275,1.67657839
Cranial Meningioma,2,60.45,31.225,16.6125,1.67669218
Cranial Meningioma,2,68.91,35.455,18.7275,1.67657839
Cranial Meningioma,2,68.7,35.35,18.675,1.67658256
Fibrous Dysplasia of Skull,4,62.48,33.24,18.62,1.67667232
Fibrous Dysplasia of Skull,4,71.14,37.57,20.785,1.67652693
Fibrous Dysplasia of Skull,4,71.34,37.67,20.835,1.67652156
Fibrous Dysplasia of Skull,4,63.7,33.85,18.925,1.67665865
Fibrous Dysplasia of Skull,4,70.94,37.47,20.735,1.67653217
Paget���s Disease of Skull,4,63.9,33.95,18.975,1.67665626
Paget���s Disease of Skull,4,69.72,36.86,20.43,1.67656132
Paget���s Disease of Skull,4,69.52,36.76,20.38,1.67656569
Paget���s Disease of Skull,4,68.91,36.455,20.2275,1.67657839
Paget���s Disease of Skull,4,70.33,37.165,20.5825,1.67654731
Hemangioma of Head,3,73.37,38.185,20.5925,1.67645741
Hemangioma of Head,3,74.39,38.695,20.8475,1.67641677
Hemangioma of Head,3,64,33.5,18.25,1.67665505
Hemangioma of Head,3,73.98,38.49,20.745,1.67643393
Hemangioma of Head,3,73.98,38.49,20.745,1.67643393
Lipoma of Face,3,66.44,34.72,18.86,1.67662175
Lipoma of Face,3,75.5,39.25,21.125,1.67636364
Lipoma of Face,3,75.5,39.25,21.125,1.67636364
Lipoma of Face,3,66.44,34.72,18.86,1.67662175
Lipoma of Face,3,74.79,38.895,20.9475,1.67639883
Cutaneous Abscess of Scalp,4,71.65,37.825,20.9125,1.79725086
Cutaneous Abscess of Scalp,4,71.65,37.825,20.9125,1.79725086
Cutaneous Abscess of Scalp,4,71.65,37.825,20.9125,1.79725086
Cutaneous Abscess of Scalp,4,80.11,42.055,23.0275,1.79343186
Cutaneous Abscess of Scalp,4,72.46,38.23,21.115,1.79708879
Scalp Lipoma,2,82.34,42.17,22.085,1.67533965
Scalp Lipoma,2,84.37,43.185,22.5925,1.67345651
Scalp Lipoma,2,82.85,42.425,22.2125,1.67508939
Scalp Lipoma,2,82.34,42.17,22.085,1.67533965
Scalp Lipoma,2,82.85,42.425,22.2125,1.67508939
Dental Abscess,2,73.68,37.84,19.92,1.67644577
Dental Abscess,2,61.67,31.835,16.9175,1.67668064
Dental Abscess,2,64.51,33.255,17.6275,1.67664871
Dental Abscess,2,63.29,32.645,17.3225,1.6766634
Dental Abscess,2,54.02,28.01,15.005,1.67673849
Impacted Tooth,2,72.66,37.33,19.665,1.67648206
Impacted Tooth,2,72.66,37.33,19.665,1.67648206
Impacted Tooth,2,62.88,32.44,17.22,1.67666799
Impacted Tooth,2,71.75,36.875,19.4375,1.67651007
Impacted Tooth,2,72.87,37.435,19.7175,1.67647504
Dental Caries,2,61.06,31.53,16.765,1.67668655
Dental Caries,2,62.07,32.035,17.0175,1.6766766
Dental Caries,2,51.78,26.89,14.445,1.67675055
Dental Caries,2,60.65,31.325,16.6625,1.67669037
Dental Caries,2,62.48,32.24,17.12,1.67667232
Zenker's Diverticulum,2,61.46,31.73,16.865,1.67668271
Zenker's Diverticulum,2,69.92,35.96,18.98,1.67655685
Zenker's Diverticulum,2,61.46,31.73,16.865,1.67668271
Zenker's Diverticulum,2,61.46,31.73,16.865,1.67668271
Zenker's Diverticulum,2,61.87,31.935,16.9675,1.67667864
Esophageal Web,2,70.53,36.265,19.1325,0.19744735
Esophageal Web,2,69.31,35.655,18.8275,0.19763173
Esophageal Web,2,72.87,37.435,19.7175,0.19699925
Esophageal Web,2,72.16,37.08,19.54,0.197151
Esophageal Web,2,72.87,37.435,19.7175,0.19699925
Cervical Esophageal Stricture,3,62.07,32.535,17.7675,1.6766766
Cervical Esophageal Stricture,3,63.7,33.35,18.175,1.67665865
Cervical Esophageal Stricture,3,53.21,28.105,15.5525,1.67674304
Cervical Esophageal Stricture,3,52.8,27.9,15.45,1.67674526
Cervical Esophageal Stricture,3,55.54,29.27,16.135,1.67672931
Cervical Esophageal Ulcer,3,75.34,39.17,21.085,1.67637197
Cervical Esophageal Ulcer,3,69.11,36.055,19.5275,1.67657433
Cervical Esophageal Ulcer,3,69.72,36.36,19.68,1.67656132
Cervical Esophageal Ulcer,3,64.54,33.77,18.385,1.67664833
Cervical Esophageal Ulcer,3,69.72,36.36,19.68,1.67656132
Achalasia of Esophagus,3,58.11,30.555,16.7775,1.6767115
Achalasia of Esophagus,3,70.94,36.97,19.985,1.67653217
Achalasia of Esophagus,3,70.94,36.97,19.985,1.67653217
Achalasia of Esophagus,3,70.94,36.97,19.985,1.67653217
Achalasia of Esophagus,3,65.05,34.025,18.5125,1.67664167
Esophageal Varices,2,69.11,35.555,18.7775,1.67657433
Esophageal Varices,2,60.85,31.425,16.7125,1.67668852
Esophageal Varices,2,61.26,31.63,16.815,1.67668464
Esophageal Varices,2,63.7,32.85,17.425,1.67665865
Esophageal Varices,2,61.46,31.73,16.865,1.67668271
Cervical Esophageal Web,3,76.76,39.88,21.44,0.19576271
Cervical Esophageal Web,3,76.76,39.88,21.44,0.19576271
Cervical Esophageal Web,3,69.92,36.46,19.73,0.197543
Cervical Esophageal Web,3,77.98,40.49,21.745,0.19513382
Cervical Esophageal Web,3,78.18,40.59,21.795,0.19501247
Esophageal Dysmotility,2,61.67,31.835,16.9175,1.67668064
Esophageal Dysmotility,2,66.78,34.39,18.195,1.67661644
Esophageal Dysmotility,2,59.13,30.565,16.2825,1.67670349
Esophageal Dysmotility,2,61.67,31.835,16.9175,1.67668064
Esophageal Dysmotility,2,61.67,31.835,16.9175,1.67668064
Vocal Cord Paralysis,3,82.44,42.72,22.86,1.70774818
Vocal Cord Paralysis,3,79.6,41.3,22.15,1.70921502
Vocal Cord Paralysis,3,68.7,35.85,19.425,1.71040204
Vocal Cord Paralysis,3,72.46,37.73,20.365,1.71020674
Vocal Cord Paralysis,3,73.17,38.085,20.5425,1.71015712
Laryngeal Cyst,2,71.14,36.57,19.285,1.71028648
Laryngeal Cyst,2,77.57,39.785,20.8925,1.70966567
Laryngeal Cyst,2,81.12,41.56,21.78,1.79212598
Laryngeal Cyst,2,69.52,35.76,18.88,1.79760192
Laryngeal Cyst,2,77.57,39.785,20.8925,1.70966567
Laryngeal Carcinoma,2,53.21,27.605,14.8025,1.79878751
Laryngeal Carcinoma,2,53.21,27.605,14.8025,1.79878751
Laryngeal Carcinoma,2,52.6,27.3,14.65,1.79880952
Laryngeal Carcinoma,2,52.6,27.3,14.65,1.79880952
Laryngeal Carcinoma,2,56.05,29.025,15.5125,1.7986733
Enlarged Cervical Lymph Nodes,4,69.92,36.96,20.48,1.67655685
Enlarged Cervical Lymph Nodes,4,69.92,36.96,20.48,1.67655685
Enlarged Cervical Lymph Nodes,4,77.77,40.885,22.4425,1.67621076
Enlarged Cervical Lymph Nodes,4,77.77,40.885,22.4425,1.67621076
Enlarged Cervical Lymph Nodes,4,70.53,37.265,20.6325,1.67654248
Reactive Lymphadenopathy,2,78.38,40.19,21.095,0.19488491
Reactive Lymphadenopathy,2,79.6,40.8,21.4,0.19393939
Reactive Lymphadenopathy,2,78.99,40.495,21.2475,0.19445215
Reactive Lymphadenopathy,2,78.38,40.19,21.095,0.19488491
Reactive Lymphadenopathy,2,79.19,40.595,21.2975,0.19429387
Lymphoma,1,70.73,35.865,18.4325,1.79741435
Lymphoma,1,71.95,36.475,18.7375,1.79719298
Lymphoma,1,70.73,35.865,18.4325,1.79741435
Lymphoma,1,72.16,36.58,18.79,1.797151
Lymphoma,1,70.53,35.765,18.3825,1.79744735
Cystic Hygroma,2,70.13,36.065,19.0325,0.19751089
Cystic Hygroma,2,64,33,17.5,0.1981982
Cystic Hygroma,2,72.46,37.23,19.615,0.19708879
Cystic Hygroma,2,69.92,35.96,18.98,0.197543
Cystic Hygroma,2,70.13,36.065,19.0325,0.19751089
Calcified Lymph Node,3,77.57,40.285,21.6425,0.19536501
Calcified Lymph Node,3,79.6,41.3,22.15,0.19393939
Calcified Lymph Node,3,71.95,37.475,20.2375,0.19719298
Calcified Lymph Node,3,80.62,41.81,22.405,0.19283154
Calcified Lymph Node,3,77.98,40.49,21.745,0.19513382
Metastatic Lymphadenopathy,2,68.1,35.05,18.525,1.79779006
Metastatic Lymphadenopathy,2,63.49,32.745,17.3725,1.79823866
Metastatic Lymphadenopathy,2,63.9,32.95,17.475,1.79820628
Metastatic Lymphadenopathy,2,64.41,33.205,17.6025,1.7981643
Metastatic Lymphadenopathy,2,61.46,31.73,16.865,1.79838319
Lymph Node Calcification,3,81.63,42.315,22.6575,0.19124726
Lymph Node Calcification,3,73.88,38.44,20.72,0.19675325
Lymph Node Calcification,3,75.3,39.15,21.075,0.19633028
Lymph Node Calcification,3,73.68,38.34,20.67,0.19680511
Lymph Node Calcification,3,74.79,38.895,20.9475,0.1964943
Granulomatous Lymphadenitis,2,64.71,33.355,17.6775,0.19813867
Granulomatous Lymphadenitis,2,65.52,33.76,17.88,0.19806576
Granulomatous Lymphadenitis,2,64.2,33.1,17.55,0.19818182
Granulomatous Lymphadenitis,2,65.22,33.61,17.805,0.91052016
Granulomatous Lymphadenitis,2,56.76,29.38,15.69,0.1986413
Lymph Node Enlargement,3,72.5,37.75,20.375,1.71020408
Lymph Node Enlargement,3,74.22,38.61,20.805,1.71007288
Lymph Node Enlargement,3,65.56,34.28,18.64,1.71051038
Lymph Node Enlargement,3,72.7,37.85,20.425,1.71019056
Lymph Node Enlargement,3,74.22,38.61,20.805,1.71007288
Fibromatosis Colli,2,64.71,33.355,17.6775,0.91053424
Fibromatosis Colli,2,61.26,31.63,16.815,0.91061433
Fibromatosis Colli,2,69.11,35.555,18.7775,0.91038494
Fibromatosis Colli,2,64.91,33.455,17.7275,0.9105288
Fibromatosis Colli,2,72.66,37.33,19.665,0.91019329
Muscle Atrophy in Neck,4,53.41,28.705,16.3525,1.71073358
Muscle Atrophy in Neck,4,53.61,28.805,16.4025,1.71073126
Muscle Atrophy in Neck,4,61.67,32.835,18.4175,1.71060599
Muscle Atrophy in Neck,4,61.06,32.53,18.265,1.71061829
Muscle Atrophy in Neck,4,61.67,32.835,18.4175,1.71060599
Myositis Ossificans,2,66.84,34.42,18.21,1.79793388
Myositis Ossificans,2,61.67,31.835,16.9175,1.79836934
Myositis Ossificans,2,74.19,38.095,20.0475,1.79666944
Myositis Ossificans,2,83.56,42.78,22.39,1.78484849
Myositis Ossificans,2,70.94,36.47,19.235,1.79737877
Cervical Muscle Spasm,3,72.97,37.985,20.4925,1.67647162
Cervical Muscle Spasm,3,72.97,37.985,20.4925,1.71017164
Cervical Muscle Spasm,3,80.31,41.655,22.3275,1.70898295
Cervical Muscle Spasm,3,72.97,37.985,20.4925,1.79697657
Cervical Muscle Spasm,3,69.92,36.46,19.73,1.71034861
Torticollis,1,65.93,33.465,17.2325,1.67662938
Torticollis,1,64.71,32.855,16.9275,1.67664615
Torticollis,1,55.54,28.27,14.635,1.67672931
Torticollis,1,64.51,32.755,16.8775,1.67664871
Torticollis,1,63.9,32.45,16.725,1.67665626
Cervical Nerve Root Compression,4,73.17,38.585,21.2925,1.79693016
Cervical Nerve Root Compression,4,70.13,37.065,20.5325,1.79751089
Cervical Nerve Root Compression,4,77.77,40.885,22.4425,1.79525504
Cervical Nerve Root Compression,4,72.97,38.485,21.2425,1.79697657
Cervical Nerve Root Compression,4,72.97,38.485,21.2425,1.79697657
Brachial Plexus Lesion,3,68.91,35.955,19.4775,1.67657839
Brachial Plexus Lesion,3,74.73,38.865,20.9325,1.6764016
Brachial Plexus Lesion,3,68.91,35.955,19.4775,1.67657839
Brachial Plexus Lesion,3,69.31,36.155,19.5775,1.67657017
Brachial Plexus Lesion,3,77.37,40.185,21.5925,1.67624348
Glossopharyngeal Neuralgia,2,72.66,37.33,19.665,1.67648206
Glossopharyngeal Neuralgia,2,69.11,35.555,18.7775,1.67657433
Glossopharyngeal Neuralgia,2,64.2,33.1,17.55,1.6766526
Glossopharyngeal Neuralgia,2,72.46,37.23,19.615,1.67648853
Glossopharyngeal Neuralgia,2,72.46,37.23,19.615,1.67648853
Phrenic Nerve Palsy,3,70.53,36.765,19.8825,0.19744735
Phrenic Nerve Palsy,3,61.87,32.435,17.7175,0.19835594
Phrenic Nerve Palsy,3,65.25,34.125,18.5625,0.19809069
Phrenic Nerve Palsy,3,69.72,36.36,19.68,0.19757282
Phrenic Nerve Palsy,3,69.72,36.36,19.68,0.19757282
Accessory Nerve Palsy,3,62.68,32.84,17.92,1.79829932
Accessory Nerve Palsy,3,62.68,32.84,17.92,1.79829932
Accessory Nerve Palsy,3,53.81,28.405,15.7025,1.79876505
Accessory Nerve Palsy,3,55.44,29.22,16.11,1.79869961
Accessory Nerve Palsy,3,53.41,28.205,15.6025,1.79878012
Vagus Nerve Lesion,3,71.18,37.09,20.045,1.79733688
Vagus Nerve Lesion,3,63.02,33.01,18.005,1.79827437
Vagus Nerve Lesion,3,73.47,38.235,20.6175,1.79685782
Vagus Nerve Lesion,3,73.71,38.355,20.6775,1.79679744
Vagus Nerve Lesion,3,72.7,37.85,20.425,1.79703704
Cervical Plexopathy,2,37.3,19.65,10.825,1.799182
Cervical Plexopathy,2,45.76,23.88,12.94,1.79901088
Cervical Plexopathy,2,44.95,23.475,12.7375,1.7990303
Cervical Plexopathy,2,54.02,28.01,15.005,1.79875699
Cervical Plexopathy,2,45.76,23.88,12.94,1.79901088
Cervical Sympathetic Chain Schwannoma,4,62.68,33.34,18.67,1.67667017
Cervical Sympathetic Chain Schwannoma,4,60.65,32.325,18.1625,1.67669037
Cervical Sympathetic Chain Schwannoma,4,61.67,32.835,18.4175,1.67668064
Cervical Sympathetic Chain Schwannoma,4,69.31,36.655,20.3275,1.67657017
Cervical Sympathetic Chain Schwannoma,4,64.51,34.255,19.1275,1.67664871
Parathyroid Adenoma,2,61.67,31.835,16.9175,0.91060599
Parathyroid Adenoma,2,70.53,36.265,19.1325,0.91031876
Parathyroid Adenoma,2,72.66,37.33,19.665,0.19704579
Parathyroid Adenoma,2,70.33,36.165,19.0825,0.9103288
Parathyroid Adenoma,2,70.33,36.165,19.0825,0.9103288
Hyperplasia of Parathyroid,3,72.16,37.58,20.29,1.797151
Hyperplasia of Parathyroid,3,64.51,33.755,18.3775,1.79815583
Hyperplasia of Parathyroid,3,65.12,34.06,18.53,1.79810247
Hyperplasia of Parathyroid,3,73.47,38.235,20.6175,1.79685782
Hyperplasia of Parathyroid,3,73.47,38.235,20.6175,1.79685782
Parathyroid Carcinoma,2,61.26,31.63,16.815,1.67668464
Parathyroid Carcinoma,2,53.41,27.705,14.8525,1.67674194
Parathyroid Carcinoma,2,54.02,28.01,15.005,1.67673849
Parathyroid Carcinoma,2,61.67,31.835,16.9175,1.67668064
Parathyroid Carcinoma,2,60.85,31.425,16.7125,1.67668852
Parathyroid Cyst,2,65.42,33.71,17.855,1.67663663
Parathyroid Cyst,2,65.42,33.71,17.855,1.67663663
Parathyroid Cyst,2,74.29,38.145,20.0725,1.67642107
Parathyroid Cyst,2,63.09,32.545,17.2725,1.67666566
Parathyroid Cyst,2,75.5,38.75,20.375,1.67636364
Parathyroid Hyperplasia,2,64.2,33.1,17.55,1.79818182
Parathyroid Hyperplasia,2,64.2,33.1,17.55,1.79818182
Parathyroid Hyperplasia,2,65.12,33.56,17.78,1.79810247
Parathyroid Hyperplasia,2,65.12,33.56,17.78,1.79810247
Parathyroid Hyperplasia,2,65.12,33.56,17.78,1.71052297
Ectopic Parathyroid Tissue,3,73.37,38.185,20.5925,0.19688231
Ectopic Parathyroid Tissue,3,63.29,33.145,18.0725,0.19825404
Ectopic Parathyroid Tissue,3,54.02,28.51,15.755,0.19875699
Ectopic Parathyroid Tissue,3,63.09,33.045,18.0225,0.19826915
Ectopic Parathyroid Tissue,3,71.55,37.275,20.1375,0.19726962
Pharyngeal Diverticulum,2,73.47,37.735,19.8675,0.19685782
Pharyngeal Diverticulum,2,65.22,33.61,17.805,0.19809342
Pharyngeal Diverticulum,2,72.87,37.435,19.7175,0.19699925
Pharyngeal Diverticulum,2,70.33,36.165,19.0825,0.19747952
Pharyngeal Diverticulum,2,70.33,36.165,19.0825,0.19747952
Hypertrophy of Pharyngeal Tonsils,4,61.67,32.835,18.4175,1.79836934
Hypertrophy of Pharyngeal Tonsils,4,61.87,32.935,18.4675,1.79835594
Hypertrophy of Pharyngeal Tonsils,4,61.26,32.63,18.315,1.79839615
Hypertrophy of Pharyngeal Tonsils,4,57.81,30.905,17.4525,1.79859105
Hypertrophy of Pharyngeal Tonsils,4,62.07,33.035,18.5175,1.79834231
Pharyngeal Wall Thickening,3,62.88,32.94,17.97,0.91057968
Pharyngeal Wall Thickening,3,62.88,32.94,17.97,0.91057968
Pharyngeal Wall Thickening,3,62.88,32.94,17.97,0.91057968
Pharyngeal Wall Thickening,3,61.26,32.13,17.565,0.91061433
Pharyngeal Wall Thickening,3,62.07,32.535,17.7675,0.91059759
Pharyngitis,1,72.66,36.83,18.915,1.67648206
Pharyngitis,1,72.66,36.83,18.915,1.67648206
Pharyngitis,1,72.66,36.83,18.915,1.67648206
Pharyngitis,1,72.66,36.83,18.915,1.67648206
Pharyngitis,1,72.66,36.83,18.915,1.67648206
Peritonsillar Abscess,2,54.02,28.01,15.005,1.67673849
Peritonsillar Abscess,2,44.95,23.475,12.7375,1.6767792
Peritonsillar Abscess,2,47.49,24.745,13.3725,1.67676973
Peritonsillar Abscess,2,53.81,27.905,14.9525,1.6767397
Peritonsillar Abscess,2,54.02,28.01,15.005,1.67673849
Tonsillar Calcifications,2,56.25,29.125,15.5625,0.19866444
Tonsillar Calcifications,2,45.15,23.575,12.7875,0.19902558
Tonsillar Calcifications,2,54.22,28.11,15.055,0.19874922
Tonsillar Calcifications,2,46.57,24.285,13.1425,0.19899066
Tonsillar Calcifications,2,62.48,32.24,17.12,0.19831366
Parotid Gland Mass,3,69.11,36.055,19.5275,1.67657433
Parotid Gland Mass,3,69.52,36.26,19.63,1.67656569
Parotid Gland Mass,3,69.11,36.055,19.5275,1.67657433
Parotid Gland Mass,3,69.31,36.155,19.5775,1.67657017
Parotid Gland Mass,3,77.98,40.49,21.745,1.67619229
Mucocele of Salivary Gland,4,70.33,37.165,20.5825,1.67654731
Mucocele of Salivary Gland,4,72.46,38.23,21.115,1.67648853
Mucocele of Salivary Gland,4,73.68,38.84,21.42,1.67644577
Mucocele of Salivary Gland,4,73.37,38.685,21.3425,1.67645741
Mucocele of Salivary Gland,4,71.95,37.975,20.9875,1.67650422
Submandibular Gland Tumor,3,72.16,37.58,20.29,1.797151
Submandibular Gland Tumor,3,72.46,37.73,20.365,1.79708879
