finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Fibromatosis Colli,M62.89,"Fibromatosis colli is a condition that affects babies, where a small lump forms in the neck muscle. This lump is usually harmless and often goes away on its own over time. It is often found when a baby has difficulty turning their head or has a slight tilt to one side. Parents should know that this condition is common and usually resolves with gentle stretching exercises. These exercises help the neck muscle relax and grow normally. In rare cases, if the lump does not go away, a doctor might suggest other treatments.",92,M60.0,M62.0,FALSE,FALSE,64.41,0,0,0,20.59,0.009263547939,M62,M62,1,M60,0,0.5,0.8092635479
Muscle Atrophy in Neck,M62.50,"Muscle atrophy in the neck means that the muscles in your neck have become smaller or weaker. This can happen for many reasons, like not using the muscles enough, an injury, or a medical condition. It's important to know that this finding is often discovered when looking at images of the neck for other reasons. While it might not cause any problems right now, it's a good idea to keep an eye on it. If you notice any changes, like weakness or difficulty moving your neck, you should talk to your doctor.",92,M62.50,M62.50,TRUE,TRUE,69.72,1,1,1,15.28,1.612285012,M62,M62,1,M62,1,1,1.612285012
Myositis Ossificans,M61.9,"Myositis ossificans is a condition where bone tissue forms inside a muscle after an injury, like a bruise or strain. This can happen when the body is healing, and it sometimes causes a hard lump in the muscle. Most of the time, it doesn't cause any problems and goes away on its own. However, if it causes pain or limits movement, it might need some attention. It's important to rest the affected area and avoid activities that might make it worse. In some cases, physical therapy can help improve movement and reduce discomfort.",93,M61.1,M61.0,FALSE,FALSE,64.2,0,0,0,20.8,0.009174311927,M61,M61,1,M61,1,1,1.609174312
Cervical Muscle Spasm,M62.838,"A cervical muscle spasm is when the muscles in your neck tighten up suddenly and involuntarily. This can happen due to stress, poor posture, or even sleeping in an awkward position. It might feel like a sharp pain or a dull ache, and you might find it hard to move your neck. Usually, these spasms are not serious and can be relieved with rest, gentle stretching, or applying heat. Over-the-counter pain relievers can also help. If the pain persists or worsens, it might be a good idea to talk to a healthcare professional.",93,M62.838,M62.838,TRUE,TRUE,72.66,1,1,1,12.34,1.614992504,M62,M62,1,M62,1,1,1.614992504
Torticollis,M43.6,"Torticollis, sometimes called 'wry neck,' is a condition where the neck muscles cause the head to tilt to one side. This can happen due to muscle tightness or other reasons. It might be uncomfortable and make it hard to move your head. Often, it can be managed with physical therapy exercises to help stretch and strengthen the neck muscles. In some cases, other treatments like medication or special collars might be needed to help relieve discomfort and improve movement. It's important to follow any advice given by healthcare providers to help manage the condition.",94,M43.6,M43.6,TRUE,TRUE,64,1,1,1,21,1.609090909,M43,M43,1,M43,1,1,1.609090909
Cervical Nerve Root Compression,M54.12,"Cervical nerve root compression means that one of the nerves in your neck is being pressed on or pinched. This can happen because of things like a herniated disc or bone spurs. When this happens, you might feel pain, tingling, or weakness in your neck, shoulders, or arms. It's like when you step on a garden hose and the water can't flow through easily. The nerve can't send signals properly, which causes the symptoms. It's important to pay attention to how you feel and let your doctor know if the symptoms get worse.",93,M54.2,M54.2,FALSE,FALSE,81.12,0,0,0,3.88,0.04098360656,M54,M54,1,M54,1,1,1.640983607
Brachial Plexus Lesion,G54.0,"A brachial plexus lesion is a condition affecting the network of nerves that send signals from your spine to your shoulder, arm, and hand. This finding might have been discovered during an imaging test for another reason. Patients should know that these lesions can vary in severity. Some may not cause any symptoms, while others might lead to weakness, numbness, or pain in the arm. It's important to monitor any changes in symptoms, as treatment may be needed if the lesion affects daily activities or causes discomfort.",87,G54.0,G54.0,TRUE,TRUE,62.27,1,1,1,22.73,1.60842815,G54,G54,1,G54,1,1,1.60842815
Glossopharyngeal Neuralgia,G52.1,"Glossopharyngeal neuralgia is a condition that can cause sudden, severe pain in the back of the throat, tongue, and ear. This pain is often triggered by swallowing, speaking, or coughing. It happens because the glossopharyngeal nerve, which helps control these areas, becomes irritated. While this condition can be quite painful, it is not life-threatening. Treatment options are available to help manage the pain, which may include medications or, in some cases, surgery. It's important to talk to a healthcare provider to find the best way to manage the symptoms.",89,G52.1,G52.1,TRUE,TRUE,64.91,1,1,1,20.09,1.609483167,G52,G52,1,G52,1,1,1.609483167
Phrenic Nerve Palsy,G54.8,"Phrenic nerve palsy is a condition where the nerve that helps control your diaphragm, which is the muscle that helps you breathe, is not working properly. This can happen for various reasons, like an injury or a medical condition. Sometimes, people with phrenic nerve palsy might have trouble breathing deeply or feel short of breath, especially when lying down. It's important to know that this condition can be managed, and doctors can help find ways to improve breathing and comfort.",80,G52.1,G52.1,FALSE,FALSE,59.64,0,0,0,25.36,0.007587253414,G54,G52,0,G52,0,0,0.007587253414
Accessory Nerve Palsy,G52.2,"Accessory nerve palsy is a condition where the nerve that helps control certain shoulder and neck muscles is not working properly. This can lead to weakness or difficulty in moving the shoulder or turning the head. It might happen due to an injury, surgery, or other reasons. Patients should know that treatment often involves physical therapy to help strengthen the muscles and improve movement. In some cases, if the nerve does not recover on its own, further medical evaluation may be needed to explore other treatment options.",87,G52.8,G52.8,FALSE,FALSE,53.81,0,0,0,31.19,0.006213109661,G52,G52,1,G52,1,1,1.60621311
Vagus Nerve Lesion,G52.8,"A vagus nerve lesion is an unexpected finding that might be seen on imaging tests. The vagus nerve is a long nerve that runs from the brain through the face and thorax to the abdomen. It helps control heart rate, digestion, and other important functions. A lesion means there is some kind of damage or abnormality. Most of the time, these lesions do not cause symptoms and are found by accident. If you do not have any symptoms like trouble swallowing, hoarseness, or changes in heart rate, it usually does not need treatment.",93,G52.2,G52.2,FALSE,FALSE,72.66,0,0,0,12.34,0.01499250375,G52,G52,1,G52,1,1,1.614992504
Cervical Plexopathy,G54.2,"Cervical plexopathy is a condition that affects the network of nerves in the neck area, known as the cervical plexus. This condition can cause symptoms like pain, weakness, or numbness in the neck, shoulders, or arms. It is important to understand that cervical plexopathy can result from various causes, such as injury, inflammation, or compression of the nerves. Treatment often depends on the underlying cause and may include physical therapy, medications to relieve pain, or other interventions to address the specific issue affecting the nerves.",85,G54.0,G54.0,FALSE,FALSE,41.4,0,0,0,43.6,0.004484304933,G54,G54,1,G54,1,1,1.604484305
Cervical Sympathetic Chain Schwannoma,D36.1,"A cervical sympathetic chain schwannoma is a non-cancerous tumor that grows on the nerve cells in the neck. It is often found by accident when doctors are looking for something else. Most of the time, these tumors do not cause any problems and do not need treatment. However, if the tumor grows large, it might press on nearby structures and cause symptoms like neck pain or difficulty swallowing. In such cases, a doctor might suggest treatment options, which could include monitoring the tumor or, in some cases, surgery to remove it.",91,D36.1,D36.1,TRUE,TRUE,61.46,1,1,1,23.54,1.608149959,D36,D36,1,D36,1,1,1.608149959
Parathyroid Adenoma,D35.1,"A parathyroid adenoma is a non-cancerous growth on one of the parathyroid glands, which are small glands in your neck that help control calcium levels in your body. This type of growth is often found by accident during tests for other conditions. Most of the time, a parathyroid adenoma doesn't cause any symptoms and doesn't need treatment. However, if it does cause symptoms like high calcium levels in the blood, it might need to be removed. It's important to monitor your calcium levels and talk to your doctor if you have any concerns.",93,E21.0,D35.1,TRUE,FALSE,69.52,1,0,0.5,15.48,0.8121359223,D35,D35,1,E21,0,0.5,0.8121359223
Hyperplasia of Parathyroid,E21.3,"Parathyroid hyperplasia is a condition where the parathyroid glands, which are small glands in your neck, become enlarged. These glands help control the amount of calcium in your blood. When they are enlarged, they might produce too much parathyroid hormone, which can lead to high calcium levels. This is often found by chance during tests for other conditions. Most of the time, it doesn't cause any symptoms, but if it does, it might lead to problems like kidney stones or bone issues. It's important to monitor calcium levels and discuss any symptoms with your healthcare provider.",96,E21.0,E21.0,FALSE,FALSE,72.16,0,0,0,12.84,0.01445086705,E21,E21,1,E21,1,1,1.614450867
Parathyroid Carcinoma,C75.0,"Parathyroid carcinoma is a rare type of cancer that affects the parathyroid glands, which are small glands in your neck that help control the amount of calcium in your blood. This condition can sometimes be found by accident during tests for other issues. It's important to know that parathyroid carcinoma can cause high levels of calcium in the blood, which might lead to symptoms like feeling very thirsty, tired, or having bone pain. If you notice any of these symptoms, it's important to talk to your doctor for further evaluation and management.",92,C75.0,C75.0,TRUE,TRUE,65.05,1,1,1,19.95,1.609546539,C75,C75,1,C75,1,1,1.609546539
Parathyroid Cyst,E21.5,"A parathyroid cyst is a fluid-filled sac that is usually found near the parathyroid glands in the neck. These cysts are often discovered by accident during imaging tests for other reasons. Most parathyroid cysts are harmless and do not cause any symptoms. They usually do not need any treatment. However, if the cyst becomes large or causes symptoms like difficulty swallowing or a noticeable lump in the neck, it might need to be evaluated further. In such cases, a doctor might suggest draining the cyst or other treatments to relieve symptoms.",91,E21.5,E21.5,TRUE,TRUE,64.51,1,1,1,20.49,1.609306654,E21,E21,1,E21,1,1,1.609306654
Parathyroid Hyperplasia,E21.3,"Parathyroid hyperplasia is a condition where the parathyroid glands, which are small glands in your neck, become enlarged. These glands help control the amount of calcium in your blood. When they are enlarged, they might produce too much hormone, leading to high calcium levels. This can sometimes cause symptoms like tiredness, muscle weakness, or bone pain. However, many people with parathyroid hyperplasia do not have any symptoms and it is often found by chance during tests for other conditions. Treatment depends on the symptoms and calcium levels, and sometimes no treatment is needed.",93,E21.0,E21.0,FALSE,FALSE,64.2,0,0,0,20.8,0.009174311927,E21,E21,1,E21,1,1,1.609174312
Ectopic Parathyroid Tissue,Q89.2,"Ectopic parathyroid tissue is a small piece of parathyroid gland that is located outside its usual place in the neck. This is often found by accident during imaging tests for other reasons. Most of the time, this tissue does not cause any problems and does not need treatment. The parathyroid glands help control calcium levels in the body, and if the ectopic tissue is not causing any symptoms or affecting calcium levels, it is usually left alone. If there are any concerns about calcium levels or symptoms, further evaluation may be needed.",92,E21.5,E21.5,FALSE,FALSE,61.26,0,0,0,23.74,0.008084074373,Q89,E21,0,E21,0,0,0.008084074373
Pharyngeal Diverticulum,J39.2,"A pharyngeal diverticulum, also known as a Zenker's diverticulum, is a pouch that can form in the throat area. It is often found by accident during tests for other conditions. Most of the time, this pouch doesn't cause any problems and doesn't need treatment. However, if it gets big, it might cause symptoms like trouble swallowing, coughing, or bad breath. If you notice any of these symptoms, it's important to talk to your doctor. They can help decide if any treatment is needed to make you feel better.",88,K22.5,K22.5,FALSE,FALSE,73.47,0,0,0,11.53,0.01596169194,J39,K22,0,K22,0,0,0.01596169194
Hypertrophy of Pharyngeal Tonsils,J35.2,"Hypertrophy of the pharyngeal tonsils, also known as enlarged adenoids, is a condition where the tissue at the back of the nasal passage becomes larger than usual. This is often found during a routine check-up or imaging. Patients should know that enlarged adenoids are common in children and can sometimes cause symptoms like snoring, mouth breathing, or nasal congestion. In most cases, they do not require treatment unless they cause significant problems with breathing or infections. If symptoms are bothersome, a doctor might discuss options like monitoring or, in some cases, surgery to remove the adenoids.",96,J35.3,J35.2,TRUE,FALSE,51.99,1,0,0.5,33.01,0.8058806233,J35,J35,1,J35,1,1,1.605880623
Tonsillar Asymmetry,R09.89,"Tonsillar asymmetry means that one of your tonsils is larger than the other. This is often found by accident during a check-up or imaging test. Most of the time, having one tonsil bigger than the other is not a problem and doesn't cause any symptoms. It can be a normal variation in your body. However, if you notice any symptoms like difficulty swallowing, persistent sore throat, or if the size difference is significant, it might be worth discussing with a healthcare provider to rule out any underlying issues.",88,J35.8,J35.8,FALSE,FALSE,62.07,0,0,0,22.93,0.008357709987,R09,J35,0,J35,0,0,0.008357709987
Pharyngeal Wall Thickening,R22.1,"Pharyngeal wall thickening is a condition where the walls of the throat become thicker than usual. This can be found during imaging tests like a CT scan or MRI. Often, this thickening is harmless and doesn't cause any symptoms. However, in some cases, it might be associated with conditions like inflammation or infection. It's important to monitor for any symptoms such as difficulty swallowing, sore throat, or changes in voice. If any of these symptoms occur, further evaluation may be needed to determine the cause and appropriate treatment.",88,J39.2,R22.1,TRUE,FALSE,56.55,1,0,0.5,28.45,0.8067911715,R22,R22,1,J39,0,0.5,0.8067911715
Pharyngitis,J02.9,"Pharyngitis is a medical term for a sore throat, which is an inflammation of the back of the throat. It can be caused by a virus, like the common cold, or bacteria, such as strep throat. Symptoms often include a scratchy or painful throat, difficulty swallowing, and sometimes a fever. Most cases of pharyngitis are mild and go away on their own. Drinking plenty of fluids, resting, and using throat lozenges can help ease the discomfort. If symptoms persist or worsen, it might be necessary to see a doctor for further evaluation.",92,J02.9,J02.9,TRUE,TRUE,72.87,1,1,1,12.13,1.615232292,J02,J02,1,J02,1,1,1.615232292
Peritonsillar Abscess,J36,"A peritonsillar abscess is a collection of pus that forms near the tonsils, often as a result of a bacterial infection. It can cause symptoms like a sore throat, difficulty swallowing, fever, and swelling in the neck. Patients should understand that this condition can be serious and may require treatment to prevent complications. Treatment often involves draining the abscess and taking antibiotics to clear the infection. It's important to follow the doctor's advice and complete the full course of antibiotics to ensure the infection is fully treated.",87,J36,J36,TRUE,TRUE,53.81,1,1,1,31.19,1.60621311,J36,J36,1,J36,1,1,1.60621311
Tonsillar Calcifications,R22.1,"Tonsillar calcifications are small, hard deposits that can form in the tonsils. They are often found by accident during imaging tests and are usually harmless. These calcifications are made up of minerals and other materials that can build up over time. Most people with tonsillar calcifications do not have any symptoms, and they do not need treatment. However, if they cause discomfort or bad breath, you might want to talk to a doctor about possible treatments, which could include gargling with salt water or, in rare cases, removing the tonsils.",90,J35.8,J35.8,FALSE,FALSE,53.21,0,0,0,31.79,0.006099420555,R22,J35,0,J35,0,0,0.006099420555
Salivary Gland Stone,K11.5,"A salivary gland stone is a small, hard deposit that forms in one of your salivary glands. These stones can block the flow of saliva, which might cause swelling and pain in your mouth or face, especially when eating. Most of the time, these stones are not serious and can be managed by drinking plenty of water, massaging the area, or sucking on sour candies to increase saliva flow. If the stone doesn't pass on its own or causes significant discomfort, a doctor might need to remove it.",88,K11.5,K11.5,TRUE,TRUE,74.53,1,1,1,10.47,1.617436792,K11,K11,1,K11,1,1,1.617436792
Sialadenitis,K11.20,"Sialadenitis is a condition where one of your salivary glands becomes swollen and inflamed. This can happen because of an infection or a blockage in the gland. You might notice pain or swelling in your mouth or jaw, especially when eating. Sometimes, it can cause a bad taste in your mouth or dry mouth. Most of the time, sialadenitis can be treated with warm compresses, staying hydrated, and sometimes antibiotics if there's an infection. It's important to keep an eye on the symptoms and let your doctor know if they get worse.",92,K11.20,K11.20,TRUE,TRUE,72.87,1,1,1,12.13,1.615232292,K11,K11,1,K11,1,1,1.615232292
Parotid Gland Mass,D11.0,"A parotid gland mass is a lump found in one of the salivary glands located near your jaw. These masses are often discovered by chance during imaging tests for other reasons. Most of the time, these masses are benign, meaning they are not cancerous and do not cause harm. However, it's important to keep an eye on them because, in some cases, they can grow or cause discomfort. If you notice any changes, like swelling or pain, it's a good idea to let your doctor know so they can check it out.",92,D11.0,D11.0,TRUE,TRUE,78.18,1,1,1,6.82,1.625575448,D11,D11,1,D11,1,1,1.625575448
Mucocele of Salivary Gland,K11.6,"A mucocele is a small, harmless bump that can form in your mouth, usually on the inside of your lip or cheek. It's caused by a blocked salivary gland, which leads to a buildup of mucus. Mucoceles are generally painless and often go away on their own without treatment. However, if the mucocele is bothersome or doesn't go away, a dentist or doctor can help remove it. It's important to avoid biting or poking at the mucocele, as this can make it worse or cause an infection.",87,K11.6,K11.6,TRUE,TRUE,70.73,1,1,1,14.27,1.613097577,K11,K11,1,K11,1,1,1.613097577
Submandibular Gland Tumor,D11.7,"A submandibular gland tumor is a growth found in one of the salivary glands located beneath the jaw. These tumors can be benign, meaning they are not cancerous, or malignant, which means they are cancerous. Most of the time, these tumors are benign and do not cause any symptoms. However, if the tumor grows, it might cause swelling or discomfort in the jaw area. It's important to monitor any changes in size or symptoms. If there are concerns, a healthcare provider may suggest further evaluation to determine the nature of the tumor and discuss possible treatment options.",97,D11.0,D11.0,FALSE,FALSE,63.49,0,0,0,21.51,0.008884940027,D11,D11,1,D11,1,1,1.60888494
Sialolithiasis in Sublingual Gland,K11.5,"Sialolithiasis in the sublingual gland means there is a small stone blocking one of the saliva glands under your tongue. These stones are usually made of minerals and can sometimes cause pain or swelling, especially when eating. Most of the time, these stones are not serious and can be managed by drinking plenty of water, massaging the area, or sucking on sour candies to increase saliva flow. If the stone doesn't pass on its own or causes a lot of discomfort, a doctor might need to remove it.",88,K11.5,K11.5,TRUE,TRUE,66.07,1,1,1,18.93,1.610035123,K11,K11,1,K11,1,1,1.610035123
Parotid Cyst,K11.8,"A parotid cyst is a small, fluid-filled sac that can form in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually harmless and often found by chance during imaging tests for other reasons. Most parotid cysts do not cause any symptoms and do not need treatment. However, if the cyst becomes large or causes discomfort, such as swelling or pain, it might need to be evaluated further. In some cases, a doctor might suggest draining the cyst or removing it surgically.",96,K11.8,K11.8,TRUE,TRUE,68.91,1,1,1,16.09,1.61170275,K11,K11,1,K11,1,1,1.61170275
Salivary Gland Atrophy,K11.0,"Salivary gland atrophy is when the salivary glands, which help produce saliva in your mouth, become smaller or less active. This can happen as people get older or due to certain health conditions. It might lead to a dry mouth, which can make it harder to chew, swallow, or even speak comfortably. It's important to stay hydrated and maintain good oral hygiene to help manage any symptoms. If you notice persistent dryness or discomfort, it might be helpful to discuss this with a healthcare provider to explore ways to improve your comfort.",92,K11.8,K11.8,FALSE,FALSE,69.72,0,0,0,15.28,0.01228501229,K11,K11,1,K11,1,1,1.612285012
Lipoma of Neck,D17.0,"A lipoma in the neck is a soft, fatty lump that grows under the skin. It's usually harmless and often found by accident during a check-up or imaging test. Lipomas are not cancerous and typically don't cause any problems. They feel soft and can be moved slightly under the skin. Most people don't need treatment for a lipoma unless it becomes painful or bothersome. If it does cause discomfort, a doctor might suggest removing it. It's important to know that lipomas are common and generally not a cause for concern.",90,D17.0,D17.0,TRUE,TRUE,66.84,1,1,1,18.16,1.610438413,D17,D17,1,D17,1,1,1.610438413
Hemangioma of Neck,D18.01,"A hemangioma in the neck is a benign growth made up of blood vessels. It's often found by accident during imaging tests for other reasons. Most of the time, these hemangiomas do not cause any problems and do not need treatment. They are usually harmless and do not grow or change. However, if you notice any changes in size or if it starts causing discomfort, it might be a good idea to talk to a doctor. They can help decide if any further steps are needed.",86,D18.01,D18.01,TRUE,TRUE,82.34,1,1,1,2.66,1.654644809,D18,D18,1,D18,1,1,1.654644809
Cervical Abscess,L02.11,"A cervical abscess is a pocket of pus that forms in the neck area due to an infection. It can cause symptoms like pain, swelling, redness, and sometimes fever. It's important to know that an abscess is the body's way of trying to fight off an infection. Treatment usually involves draining the pus and taking antibiotics to clear the infection. If you notice any symptoms like a painful lump in your neck or fever, it's important to seek medical attention to prevent the infection from spreading.",86,L02.11,L02.11,TRUE,TRUE,70.94,1,1,1,14.06,1.613280212,L02,L02,1,L02,1,1,1.613280212
Branchial Cleft Cyst,Q18.2,"A branchial cleft cyst is a small, fluid-filled sac that can be found on the side of the neck. It is usually present from birth and is often discovered by chance during a physical exam or imaging test. These cysts are generally harmless and do not cause any symptoms. However, if the cyst becomes infected or starts to grow, it might cause swelling or discomfort. In such cases, a doctor might recommend treatment, which could include antibiotics or surgery to remove the cyst. Most of the time, though, they do not require any treatment.",94,Q18.0,Q18.0,FALSE,FALSE,72.46,0,0,0,12.54,0.01477104874,Q18,Q18,1,Q18,1,1,1.614771049
Sebaceous Cyst of Neck,L72.3,"A sebaceous cyst on the neck is a small, non-cancerous bump under the skin. It forms when a gland in the skin gets blocked, causing a build-up of a soft, cheese-like substance. These cysts are usually harmless and don't cause any pain. Most of the time, they don't need any treatment and can be left alone. However, if the cyst becomes red, swollen, or painful, it might be infected, and you should see a doctor. In some cases, if the cyst is bothersome, it can be removed by a simple procedure.",91,L72.0,L72.0,FALSE,FALSE,81.43,0,0,0,3.57,0.04376367615,L72,L72,1,L72,1,1,1.643763676
Soft Tissue Sarcoma of Neck,C49.0,"A soft tissue sarcoma in the neck is a rare type of cancer that starts in the tissues like muscles, fat, or nerves. It can sometimes be found by accident during imaging tests for other reasons. Patients should know that this type of tumor can vary in behavior, and while some may grow slowly, others can be more aggressive. It's important to understand that treatment options are available, which may include surgery, radiation, or chemotherapy, depending on the specific characteristics of the tumor.",83,C49.0,C49.0,TRUE,TRUE,58.82,1,1,1,26.18,1.607358352,C49,C49,1,C49,1,1,1.607358352
Cervical Cystic Lesion,Q18.0,"A cervical cystic lesion is a fluid-filled sac that can be found in the cervix, which is the lower part of the uterus. These cysts are often discovered by chance during imaging tests or routine exams. Most of the time, they are harmless and do not cause any symptoms. Patients should know that these cysts usually do not need treatment unless they cause discomfort or other symptoms. If any symptoms develop, it might be necessary to discuss with a healthcare provider to determine the best course of action.",88,N88.8,N88.8,FALSE,FALSE,70.53,0,0,0,14.47,0.01292824822,Q18,N88,0,N88,0,0,0.01292824822
Fat Necrosis of Neck,M79.89,"Fat necrosis in the neck is a condition where a small area of fat tissue becomes damaged and forms a lump. This is often found by accident during imaging tests. Patients should know that fat necrosis is usually harmless and does not cause any symptoms. It often feels like a firm, painless lump under the skin. Most of the time, it does not need any treatment and will go away on its own. If the lump changes or causes discomfort, it is important to let your doctor know.",88,M79.3,M79.3,FALSE,FALSE,81.93,0,0,0,3.07,0.04914004914,M79,M79,1,M79,1,1,1.649140049
Cervical Fibrosis,M62.89,"Cervical fibrosis is a condition where there is thickening or scarring of the tissue in the cervix, which is the lower part of the uterus that opens into the vagina. This is often found incidentally during imaging or examination. Patients should know that cervical fibrosis is usually not harmful and often does not cause symptoms. However, in some cases, it might lead to issues like difficulty in cervical dilation during childbirth or menstrual irregularities. If any symptoms or concerns arise, further evaluation by a healthcare provider may be necessary to discuss potential management options.",94,N88.4,N88.8,FALSE,FALSE,43.93,0,0,0,41.07,0.004753981459,M62,N88,0,N88,0,0,0.004753981459
Cervical Disc Herniation,M50.20,"A cervical disc herniation means that one of the discs in your neck has moved out of place. These discs act like cushions between the bones in your spine. When a disc herniates, it can press on nearby nerves, which might cause neck pain, shoulder pain, or even tingling in your arms. Sometimes, people don't feel any symptoms at all. It's important to know that many people with a herniated disc get better over time with rest, physical therapy, or medication. In some cases, if the pain is severe or doesn't improve, other treatments might be considered.",97,M50.20,M50.20,TRUE,TRUE,71.95,1,1,1,13.05,1.614234875,M50,M50,1,M50,1,1,1.614234875
Cervical Spondylosis,M47.812,"Cervical spondylosis is a common condition that happens as we age. It involves wear and tear of the bones and discs in the neck. Most people with cervical spondylosis do not have any symptoms. However, some might experience neck pain or stiffness. It's like when a car gets older and parts start to wear out. Usually, it doesn't need any special treatment, but if you feel pain or discomfort, there are ways to help manage it, like exercises or medications to relieve pain.",83,M47.812,M47.812,TRUE,TRUE,74.39,1,1,1,10.61,1.617226529,M47,M47,1,M47,1,1,1.617226529
Cervical Spinal Stenosis,M48.02,"Cervical spinal stenosis is a condition where the spaces in the neck part of the spine become narrow. This can sometimes put pressure on the spinal cord or nerves. Many people with this condition do not have symptoms, but some might experience neck pain, numbness, or weakness in the arms or legs. It's important to be aware of any changes in how you feel, as this can help in managing the condition effectively. If symptoms do occur, there are treatments available that can help relieve discomfort and improve mobility.",89,M48.02,M48.02,TRUE,TRUE,70.33,1,1,1,14.67,1.612763242,M48,M48,1,M48,1,1,1.612763242
Ossification of the Posterior Longitudinal Ligament,M48.8X2,"Ossification of the Posterior Longitudinal Ligament (OPLL) is a condition where a ligament in the spine becomes thicker and harder due to extra bone formation. This is often found by accident during imaging tests for other reasons. Most people with OPLL do not have symptoms and do not need treatment. However, if it causes symptoms like neck pain or numbness in the arms or legs, it might need to be checked further. It's important to keep an eye on any new symptoms and talk to a doctor if they occur.",90,M48.8,M48.8,FALSE,FALSE,61.67,0,0,0,23.33,0.008220304151,M48,M48,1,M48,1,1,1.608220304
Cervical Kyphosis,M40.202,"Cervical kyphosis is a condition where the neck has an abnormal forward curve. This can sometimes be found by accident when doctors are looking at X-rays or MRIs for other reasons. Most of the time, people with cervical kyphosis don't have any symptoms and don't need treatment. However, if someone does have symptoms like neck pain or trouble moving their neck, they might need to see a doctor to talk about what to do next. It's important to keep an eye on any changes in symptoms.",86,M40.2,M40.30,FALSE,FALSE,70.94,0,0,0,14.06,0.01328021248,M40,M40,1,M40,1,1,1.613280212
Cervical Vertebral Fracture,S12.9XXA,"A cervical vertebral fracture means there is a break in one of the bones in your neck. This can happen due to an injury, like a fall or car accident. It's important to be careful and avoid activities that could make it worse. Sometimes, a neck brace or collar is needed to keep the neck stable while it heals. In some cases, surgery might be necessary to fix the fracture. It's crucial to follow your doctor's advice to ensure proper healing and to prevent any complications.",86,S12.9,S12.9,FALSE,FALSE,73.88,0,0,0,11.12,0.01650165017,S12,S12,1,S12,1,1,1.61650165
Cervical Rib,Q76.5,"A cervical rib is an extra rib that some people have above the first rib, near the neck. It's usually found by accident when getting an X-ray or scan for another reason. Most of the time, a cervical rib doesn't cause any problems and people don't even know they have it. However, in some cases, it can press on nearby nerves or blood vessels, which might cause pain, tingling, or weakness in the arm. If you notice any of these symptoms, it's important to talk to your doctor about it.",90,Q76.5,Q76.5,TRUE,TRUE,78.59,1,1,1,6.41,1.626990553,Q76,Q76,1,Q76,1,1,1.626990553
Atlantoaxial Instability,M43.8X2,"Atlantoaxial instability is a condition where the first two bones in your neck, called the atlas and axis, are not as stable as they should be. This can sometimes happen without causing any symptoms and might be found by accident during an X-ray or MRI for another reason. It's important to know that many people with this condition do not have any problems. However, if you start to feel neck pain, headaches, or notice any changes in how you move, it's a good idea to talk to your doctor. They can help decide if you need any treatment or if just keeping an eye on it is enough.",108,M43.8X9,M43.3,FALSE,FALSE,74.93,0,0,0,10.07,0.01806684734,M43,M43,1,M43,1,1,1.618066847
Degenerative Disc Disease,M50.30,"Degenerative Disc Disease is a condition where the discs in your spine, which act like cushions between the bones, start to wear down over time. This is a common part of aging and can sometimes cause back pain or stiffness. Most people with this condition do not need surgery and can manage symptoms with exercises, physical therapy, or medications to help with pain. It's important to stay active and maintain a healthy lifestyle to support your spine health.",78,M51.36,M51.36,FALSE,FALSE,68.6,0,0,0,16.4,0.01149425287,M50,M51,0,M51,0,0,0.01149425287
Thyroid Nodule,E04.1,"A thyroid nodule is a small lump that can form in your thyroid gland, which is located in your neck. These nodules are quite common and are often found by chance during a medical exam or imaging test. Most thyroid nodules are not cancerous and do not cause any symptoms. However, some nodules can produce extra thyroid hormones, which might lead to symptoms like weight loss or a fast heartbeat. It's important to monitor the nodule over time to ensure it doesn't grow or cause problems. If there are any concerns, further evaluation may be needed.",96,E04.1,E04.1,TRUE,TRUE,72.16,1,1,1,12.84,1.614450867,E04,E04,1,E04,1,1,1.614450867
Thyroid Cyst,E04.1,"A thyroid cyst is a fluid-filled sac that can form in the thyroid gland, which is located in the neck. These cysts are often found by chance during imaging tests for other reasons. Most thyroid cysts are benign, meaning they are not cancerous, and they usually do not cause any symptoms. Patients should know that these cysts typically do not require treatment unless they grow large enough to cause discomfort or difficulty swallowing. In such cases, a healthcare provider may recommend further evaluation or treatment options, which could include draining the cyst or other procedures.",95,E04.1,E04.1,TRUE,TRUE,60.65,1,1,1,24.35,1.607889546,E04,E04,1,E04,1,1,1.607889546
Thyroid Goiter,E04.9,"A thyroid goiter is an enlargement of the thyroid gland, which is located in the neck. It is often found during a routine check-up or imaging for another reason. Most goiters are not harmful and do not cause symptoms. However, some people might notice a swelling in the neck or experience difficulty swallowing or breathing if the goiter is large. It's important to monitor the goiter for any changes. If it becomes bothersome or causes symptoms, a healthcare provider may discuss treatment options, which could include medication or surgery.",89,E04.9,E04.9,TRUE,TRUE,56.45,1,1,1,28.55,1.60676819,E04,E04,1,E04,1,1,1.60676819
